dataset,model,seed,label_rate,ablation,noise_level,accuracy,best_epoch,train_time
Cora,GCN,3,0.03,edge_drop,,0.7450000047683716,29,1.507150411605835
Cora,GCN,3,0.05,identity,,0.8029999732971191,12,1.008270263671875
Cora,GCN,3,0.05,shuffled_features,,0.5059999823570251,18,1.1942713260650635
Cora,GCN,3,0.05,gaussian_features,0.1,0.8009999990463257,49,2.184877872467041
Cora,GCN,3,0.05,gaussian_features,0.3,0.7080000042915344,59,3.298948287963867
Cora,GCN,3,0.05,gaussian_features,0.5,0.6359999775886536,55,2.380613327026367
Cora,GCN,3,0.05,edge_drop,,0.7850000262260437,11,0.9492380619049072
Cora,GCN,3,0.1,identity,,0.8429999947547913,13,1.0560808181762695
Cora,GCN,3,0.1,shuffled_features,,0.621999979019165,19,1.2627570629119873
Cora,GCN,3,0.1,gaussian_features,0.1,0.8240000009536743,7,0.8620574474334717
Cora,GCN,3,0.1,gaussian_features,0.3,0.753000020980835,13,1.0807039737701416
Cora,GCN,3,0.1,gaussian_features,0.5,0.7129999995231628,17,1.1804730892181396
Cora,GCN,3,0.1,edge_drop,,0.828000009059906,14,1.4005966186523438
Cora,GCN,4,0.01,identity,,0.6430000066757202,16,1.6175119876861572
Cora,GCN,4,0.01,shuffled_features,,0.328000009059906,11,0.983295202255249
Cora,GCN,4,0.01,gaussian_features,0.1,0.6480000019073486,110,3.982468843460083
Cora,GCN,4,0.01,gaussian_features,0.3,0.38999998569488525,2,0.7088072299957275
Cora,GCN,4,0.01,gaussian_features,0.5,0.3700000047683716,3,0.7180385589599609
Cora,GCN,4,0.01,edge_drop,,0.6169999837875366,49,2.063544988632202
Cora,GCN,4,0.03,identity,,0.7799999713897705,10,0.9769492149353027
Cora,GCN,4,0.03,shuffled_features,,0.48500001430511475,27,2.086165428161621
Cora,GCN,4,0.03,gaussian_features,0.1,0.7590000033378601,10,1.1342360973358154
Cora,GCN,4,0.03,gaussian_features,0.3,0.6589999794960022,31,1.6076605319976807
Cora,GCN,4,0.03,gaussian_features,0.5,0.578000009059906,17,1.2045106887817383
